AppID,游戏名称,发行日期,开发商,发行商,游戏类型,分类,标签,是否免费,货币,原价,现价,折扣百分比,格式化价格,总评论数,好评数,差评数,好评率,差评率,销量,平均游戏时长(分钟),中位数游戏时长(分钟),当前在线人数,24小时峰值,历史最高在线,支持语言,Windows支持,Mac支持,Linux支持,年龄限制,DLC数量,成就数量
70,Half-Life,1998 年 11 月 19 日,Valve,Valve,动作,"单人, 多人, 玩家对战, 线上玩家对战, 完全支持控制器, 可选颜色, 自定义音量控制, 可调整难度, 可以仅用键盘, 无需应对快速反应事件, 随时保存, 立体声, Steam 云, 已启用 Valve 反作弊保护, 在手机上远程畅玩, 在平板上远程畅玩, 家庭共享","第一人称射击, 经典, 90 年代, 科幻, 单人, 多人, 射击, 第一人称, 动作, 外星人",FALSE,CNY,37,37,0,¥37.00,148221,143086,5135,96.54%,3.46%,4446630,917,127,514,1174,33467,"英语, 法语, 德语, 意大利语, 西班牙语 - 西班牙, 简体中文, 繁体中文, 韩语, 具有完全音频支持的语言",TRUE,TRUE,TRUE,0,1,0
582010,Monster Hunter: World,2018 年 8 月 8 日,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",动作,"单人, 多人, 合作, Steam 成就, Steam 集换式卡牌, 可调整文字大小, 视角舒适度, 自定义音量控制, 可以仅用键盘, 立体声, 环绕声, 部分支持控制器, Steam 云, 统计数据, Steam 排行榜, 在平板上远程畅玩, 可用 HDR, 家庭共享","合作, 多人, 动作, 开放世界, 角色扮演, 角色自定义, 第三人称, 冒险, 奇幻, 动作角色扮演",FALSE,CNY,148,148,0,¥148.00,493390,434239,59151,88.01%,11.99%,14801700,9060,2947,8572,21190,329333,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 阿拉伯语, 葡萄牙语 - 巴西, 波兰语, 繁体中文, 日语, 韩语, 俄语, 简体中文, 西班牙语 - 拉丁美洲, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,200,100
227940,Heroes & Generals,2016 年 10 月 18 日,TLM Partners,TLM Partners,"动作, 免费开玩, 独立, 大型多人在线, 策略","多人, 大型多人在线, 玩家对战, 线上玩家对战, 合作, 在线合作, 应用内购买, 统计数据, 家庭共享","免费开玩, 二战, 第一人称射击, 多人, 战争, 射击, 动作, 第一人称, 大型多人在线, 策略",FALSE,CNY,0,0,0,Free,142763,96499,46264,67.59%,32.41%,4282890,1352,96,2,5,20882,"英语, 法语, 德语, 西班牙语 - 西班牙, 捷克语, 波兰语, 俄语, 土耳其语, 葡萄牙语 - 巴西, 简体中文, 韩语, 日语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,0
108600,Project Zomboid,2013 年 11 月 8 日,The Indie Stone,The Indie Stone,"独立, 角色扮演, 模拟, 抢先体验","单人, 多人, 玩家对战, 线上玩家对战, 合作, 在线合作, 同屏/分屏合作, 同屏/分屏, 跨平台多人, Steam 集换式卡牌, Steam 创意工坊, 部分支持控制器, 远程同乐, 家庭共享","生存, 僵尸, 开放世界, 多人, 开放世界生存制作, 沙盒, 后末日, 合作, 制作, 建造",FALSE,CNY,76,76,0,¥76.00,377063,355171,21892,94.19%,5.81%,11311890,4257,866,13711,22128,65379,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 丹麦语, 荷兰语, 匈牙利语, 挪威语, 波兰语, 葡萄牙语 - 葡萄牙, 俄语, 土耳其语, 日语, 简体中文, 葡萄牙语 - 巴西, 芬兰语, 韩语, 泰语, 繁体中文, 乌克兰语",TRUE,TRUE,TRUE,0,0,0
1966720,Lethal Company,2023 年 10 月 23 日,Zeekerss,Zeekerss,"动作, 冒险, 独立, 抢先体验","单人, 多人, 合作, 在线合作, 自定义音量控制, 立体声, 部分支持控制器, 家庭共享","在线合作, 恐怖, 第一人称, 合作, 生存恐怖, 欢乐, 探索, 心理恐怖, 科幻, 玩家对战环境",FALSE,CNY,42,42,0,¥42.00,487160,473422,13738,97.18%,2.82%,14614800,1621,702,2808,4783,239369,"英语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,0
1174180,Red Dead Redemption 2,2019 年 12 月 5 日,Rockstar Games,Rockstar Games,"动作, 冒险","单人, 多人, 玩家对战, 线上玩家对战, 合作, 在线合作, Steam 成就, 应用内购买, 部分支持控制器, 在手机上远程畅玩, 在平板上远程畅玩","开放世界, 剧情丰富, 西部, 多人, 冒险, 动作, 拟真, 单人, 射击, 马匹",FALSE,CNY,279,279,0,¥279.00,733542,676667,56875,92.25%,7.75%,22006260,4265,1786,24125,45295,99759,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 日语, 韩语, 波兰语, 俄语, 简体中文, 西班牙语 - 拉丁美洲, 繁体中文, 葡萄牙语 - 巴西, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,51
1517290,《战地风云™ 2042》,2021 年 11 月 19 日,DICE,Electronic Arts,"动作, 冒险, 休闲","多人, 玩家对战, 线上玩家对战, 合作, 在线合作, Steam 成就, 完全支持控制器, Steam 集换式卡牌, 应用内购买, 可选颜色, 自定义音量控制, 立体声, 环绕声, 可用 HDR","第一人称射击, 多人, 射击, 军事, 单人, 战争, 动作, 第一人称, 战斗, 团队导向",FALSE,CNY,248,248,0,¥248.00,297774,139186,158588,46.74%,53.26%,8933220,2989,1048,882,1953,107006,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 阿拉伯语, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 俄语, 简体中文, 西班牙语 - 拉丁美洲, 繁体中文, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,2,34
1240440,Halo Infinite,2021 年 11 月 15 日,343 Industries,Xbox Game Studios,"动作, 免费开玩","多人, 玩家对战, 线上玩家对战, 局域网玩家对战, 跨平台多人, Steam 成就, 完全支持控制器, 应用内购买, Steam 云, 包含关卡编辑器, 在电视上远程畅玩","免费开玩, 第一人称射击, 多人, 单人, 射击, 动作, 第一人称, 开放世界, 科幻, 合作",TRUE,CNY,0,0,0,Free,177041,123333,53708,69.66%,30.34%,5311230,1538,177,1509,2803,256619,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 荷兰语, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 俄语, 简体中文, 西班牙语 - 拉丁美洲, 繁体中文, 丹麦语, 芬兰语, 挪威语, 葡萄牙语 - 葡萄牙, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,1,144
648800,Raft,2022 年 6 月 20 日,Redbeet Interactive,Axolot Games,"冒险, 独立, 模拟","单人, 多人, 合作, 在线合作, Steam 成就, Steam 云, 家庭共享","生存, 多人, 开放世界生存制作, 合作, 制作, 开放世界, 建造, 基地建设, 在线合作, 冒险",FALSE,CNY,68,68,0,¥68.00,346359,323198,23161,93.31%,6.69%,10390770,1651,948,3240,7602,100474,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 俄语, 简体中文, 瑞典语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,104
386360,SMITE®,2015 年 9 月 8 日,Titan Forge Games,Hi-Rez Studios,"动作, 冒险, 休闲, 独立, 大型多人在线, 角色扮演, 模拟, 策略, 免费开玩","多人, 玩家对战, Steam 成就, 完全支持控制器, Steam 集换式卡牌, 应用内购买","免费开玩, 多人在线战术竞技, 多人, 动作, 第三人称, 神话, 策略, 大型多人在线角色扮演, 团队导向, 怀旧",TRUE,CNY,0,0,0,Free,119796,94368,25428,78.77%,21.23%,3593880,5766,294,990,1798,31169,"英语, 法语, 德语, 西班牙语 - 西班牙, 波兰语, 俄语, 葡萄牙语 - 巴西, 土耳其语, 简体中文, 日语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,14,319
444200,坦克世界闪电战,2016 年 11 月 9 日,Wargaming Group Limited,Wargaming Group Limited,"动作, 大型多人在线, 模拟, 策略, 免费开玩","多人, 大型多人在线, 玩家对战, 线上玩家对战, 合作, 在线合作, 跨平台多人, Steam 集换式卡牌, 应用内购买, 视角舒适度, 可选颜色, 自定义音量控制, 随时保存, 立体声, 可以仅用触控","坦克, 免费开玩, 射击, 动作, 第一人称射击, 大型多人在线, 玩家对战, 多人, 策略, 二战",TRUE,CNY,0,0,0,Free,148161,116407,31754,78.57%,21.43%,4444830,5965,225,3186,10144,56489,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 阿拉伯语, 捷克语, 芬兰语, 日语, 韩语, 波兰语, 俄语, 简体中文, 泰语, 繁体中文, 土耳其语, 葡萄牙语 - 巴西, 乌克兰语, 印地语, 越南语, 具有完全音频支持的语言",TRUE,TRUE,FALSE,0,15,0
10,Counter-Strike,2000 年 11 月 1 日,Valve,Valve,动作,"多人, 玩家对战, 线上玩家对战, 同屏/分屏玩家对战, 可选颜色, 自定义音量控制, 可以仅用键盘, 立体声, 已启用 Valve 反作弊保护, 家庭共享","动作, 第一人称射击, 多人, 射击, 经典, 团队导向, 第一人称, 竞技, 战术, 90 年代",FALSE,CNY,37,37,0,¥37.00,250245,243818,6427,97.43%,2.57%,7507350,11905,187,3985,11971,65188,"英语, 法语, 德语, 意大利语, 西班牙语 - 西班牙, 简体中文, 繁体中文, 韩语, 具有完全音频支持的语言",TRUE,TRUE,TRUE,0,0,0
240,Counter-Strike: Source,2004 年 11 月 1 日,Valve,Valve,动作,"多人, 跨平台多人, Steam 成就, 视角舒适度, 可选颜色, 自定义音量控制, 立体声, 字幕选项, 环绕声, Steam 云, 已启用 Valve 反作弊保护, 统计数据, 包括 Source SDK, 家庭共享","射击, 第一人称射击, 动作, 多人, 团队导向, 第一人称, 竞技, 战术, 玩家对战, 电竞",FALSE,CNY,42,42,0,¥42.00,182234,175426,6808,96.26%,3.74%,5467020,6622,333,16118,19268,60896,"英语, 法语, 德语, 意大利语, 日语, 韩语, 西班牙语 - 西班牙, 俄语, 简体中文, 繁体中文, 泰语, 土耳其语",TRUE,FALSE,TRUE,0,0,147
3164500,Schedule I,2025 年 3 月 24 日,TVGS,TVGS,"动作, 独立, 模拟, 策略, 抢先体验","单人, 多人, 合作, 在线合作, Steam 成就, 可调整文字大小, 视角舒适度, 自定义音量控制, 随时保存, 立体声, Steam 云, 家庭共享","模拟, 合作, 犯罪, 多人, 管理, 开放世界, 第一人称, 制作, 动作, 基地建设",FALSE,CNY,76,76,0,¥76.00,204041,200803,3238,98.41%,1.59%,6121230,1626,1140,5866,10706,455652,"英语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,13
755790,无限法则,2019 年 6 月 24 日,Aurora Studio,TCH Scarlet Limited,"动作, 免费开玩, 大型多人在线","多人, 玩家对战, 线上玩家对战, 家庭共享","免费开玩, 大逃杀, 射击, 多人, 生存, 第一人称射击, 动作, 大型多人在线, 第三人称射击, 抢先体验",FALSE,CNY,0,0,0,Free,99837,74345,25492,74.47%,25.53%,2995110,1036,117,2,3,63435,"英语, 简体中文, 德语, 俄语, 日语",TRUE,FALSE,FALSE,0,0,0
400,Portal,2007 年 10 月 10 日,Valve,Valve,动作,"单人, Steam 成就, 完全支持控制器, 支持字幕, 视角舒适度, 自定义音量控制, 随时保存, 立体声, 字幕选项, 环绕声, 包含关卡编辑器, 包括 Source SDK, 解说可用, 在手机上远程畅玩, 在平板上远程畅玩, 家庭共享","解谜, 平台解谜, 第一人称, 3D 平台, 单人, 科幻, 喜剧, 女性主角, 物理, 欢乐",FALSE,CNY,42,42,0,¥42.00,177741,175024,2717,98.47%,1.53%,5332230,351,162,240,509,3617,"英语, 法语, 德语, 俄语, 丹麦语, 荷兰语, 芬兰语, 意大利语, 日语, 挪威语, 波兰语, 葡萄牙语 - 葡萄牙, 简体中文, 西班牙语 - 西班牙, 瑞典语, 繁体中文, 韩语, 保加利亚语, 捷克语, 希腊语, 匈牙利语, 葡萄牙语 - 巴西, 罗马尼亚语, 西班牙语 - 拉丁美洲, 泰语, 土耳其语, 乌克兰语, 具有完全音频支持的语言",TRUE,FALSE,TRUE,0,2,15
1222670,The Sims™ 4,2020 年 6 月 18 日,Maxis,Electronic Arts,"冒险, 休闲, 模拟, 免费开玩","单人, Steam 集换式卡牌, 可以仅用鼠标, 无需应对快速反应事件, 随时保存, 立体声, 环绕声, 在平板上远程畅玩","生活模拟, 免费开玩, 角色自定义, 建造, 模拟, 爱情, 单人, 沙盒, 恋爱模拟, 放松",TRUE,CNY,0,0,0,Free,170727,149064,21663,87.31%,12.69%,5121810,2299,313,15622,26080,96185,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 捷克语, 丹麦语, 荷兰语, 日语, 挪威语, 波兰语, 葡萄牙语 - 巴西, 俄语, 瑞典语, 芬兰语, 繁体中文, 简体中文, 韩语",TRUE,FALSE,FALSE,0,108,0
550650,Black Squad,2019 年 6 月 26 日,"VALOFE, NS STUDIO",VALOFE,"动作, 免费开玩","多人, Steam 成就, Steam 集换式卡牌, 应用内购买","免费开玩, 第一人称射击, 射击, 多人, 动作, 抢先体验, 第一人称, 军事, 单人, 玩家对战",TRUE,CNY,0,0,0,Free,81714,62042,19672,75.93%,24.07%,2451420,1922,94,135,303,15766,"英语, 法语, 德语, 西班牙语 - 西班牙, 俄语, 简体中文, 繁体中文, 葡萄牙语 - 巴西, 日语, 泰语, 土耳其语, 韩语, 葡萄牙语 - 葡萄牙, 西班牙语 - 拉丁美洲, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,2,36
322330,饥荒联机版,2016 年 4 月 21 日,Klei Entertainment,Klei Entertainment,"动作, 冒险, 独立, 角色扮演, 模拟, 策略","单人, 多人, 玩家对战, 线上玩家对战, 局域网玩家对战, 合作, 在线合作, 局域网合作, 完全支持控制器, Steam 集换式卡牌, Steam 创意工坊, 应用内购买, 可调整文字大小, 视角舒适度, 可选颜色, 自定义音量控制, 可调整难度, 可以仅用键盘, 可以仅用鼠标, 无需应对快速反应事件, 随时保存, 立体声, 在手机上远程畅玩, 在平板上远程畅玩, 在电视上远程畅玩, 家庭共享","生存, 开放世界生存制作, 多人, 合作, 开放世界, 冒险, 制作, 在线合作, 沙盒, 困难",FALSE,CNY,24,24,0,¥24.00,499061,475393,23668,95.26%,4.74%,14971830,2635,533,19786,43146,114109,"英语, 简体中文, 法语, 意大利语, 德语, 日语, 韩语, 波兰语, 葡萄牙语 - 葡萄牙, 俄语, 西班牙语 - 拉丁美洲, 繁体中文, 具有完全音频支持的语言",TRUE,TRUE,TRUE,0,48,0
239140,Dying Light,2015 年 1 月 26 日,Techland,Techland,"动作, 角色扮演","单人, 多人, 玩家对战, 线上玩家对战, 合作, 在线合作, Steam 成就, 完全支持控制器, Steam 集换式卡牌, Steam 创意工坊, Steam 云, 已启用 Valve 反作弊保护, 包含关卡编辑器, 在平板上远程畅玩, 在电视上远程畅玩, 家庭共享","僵尸, 生存恐怖, 恐怖, 在线合作, 开放世界, 跑酷, 第一人称, 生存, 开放世界生存制作, 血腥",FALSE,CNY,179,35.8,80,¥35.80,457632,435687,21945,95.20%,4.80%,13728960,2170,1183,2751,6095,45770,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 荷兰语, 波兰语, 葡萄牙语 - 巴西, 俄语, 韩语, 简体中文, 西班牙语 - 拉丁美洲, 日语, 泰语, 繁体中文, 土耳其语, 捷克语, 具有完全音频支持的语言",TRUE,TRUE,TRUE,18,41,78
477160,人类一败涂地 / Human Fall Flat,2016 年 7 月 22 日,No Brakes Games,Curve Games,"冒险, 休闲, 独立, 模拟","单人, 多人, 玩家对战, 线上玩家对战, 合作, 同屏/分屏合作, 同屏/分屏, Steam 成就, 完全支持控制器, Steam 集换式卡牌, Steam 创意工坊, 可选颜色, 自定义音量控制, 可以仅用键盘, 无需应对快速反应事件, 立体声, 环绕声, Steam 云, 统计数据, 在电视上远程畅玩, 远程同乐, 家庭共享","合作, 欢乐, 解谜, 冒险, 物理, 多人, 沙盒, 平台解谜, 动作, 开放世界",FALSE,CNY,58,58,0,¥58.00,213640,202253,11387,94.67%,5.33%,6409200,920,356,573,2150,127516,"英语, 法语, 德语, 西班牙语 - 西班牙, 俄语, 意大利语, 简体中文, 日语, 韩语, 波兰语, 葡萄牙语 - 葡萄牙, 葡萄牙语 - 巴西, 泰语, 土耳其语, 乌克兰语, 繁体中文, 具有完全音频支持的语言",TRUE,TRUE,FALSE,0,1,147
251570,7 Days to Die,2024 年 7 月 25 日,The Fun Pimps,The Fun Pimps Entertainment LLC,"动作, 冒险, 独立, 角色扮演, 模拟, 策略","单人, 多人, 玩家对战, 线上玩家对战, 局域网玩家对战, 合作, 在线合作, 局域网合作, 跨平台多人, Steam 成就, 完全支持控制器, Steam 集换式卡牌, 包含关卡编辑器, 在平板上远程畅玩, 在电视上远程畅玩, 家庭共享","生存, 僵尸, 多人, 开放世界, 开放世界生存制作, 基地建设, 后末日, 在线合作, 体素, 建造",FALSE,CNY,152,152,0,¥152.00,370046,327889,42157,88.61%,11.39%,11101380,6845,1525,12975,23138,124449,"英语, 法语, 德语, 西班牙语 - 西班牙, 意大利语, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 俄语, 简体中文, 西班牙语 - 拉丁美洲, 繁体中文, 土耳其语",TRUE,TRUE,TRUE,0,4,43
100,Counter-Strike: Condition Zero,2004 年 3 月 1 日,Valve,Valve,动作,"单人, 多人, 可选颜色, 自定义音量控制, 可调整难度, 立体声, 已启用 Valve 反作弊保护, 家庭共享","动作, 第一人称射击, 射击, 多人, 第一人称, 单人, 经典, 战术, 团队导向, 竞技",FALSE,CNY,37,37,0,¥37.00,14977,13442,1535,89.75%,10.25%,449310,499,29,23,56,278,"英语, 法语, 德语, 意大利语, 西班牙语 - 西班牙, 简体中文, 繁体中文, 韩语",TRUE,TRUE,TRUE,0,0,0
417910,Street Warriors Online,2016 年 12 月 16 日,Crazy Rocks Studios,Crazy Rocks Studios,"动作, 大型多人在线, 模拟, 体育","多人, 玩家对战, 线上玩家对战, Steam 成就, Steam 集换式卡牌, 应用内购买, 部分支持控制器, 统计数据, 家庭共享","格斗, 动作, 多人, 体育, 暴力, 大型多人在线, 模拟, 开放世界, 玩家对战, 免费开玩",FALSE,CNY,11,11,0,¥11.00,1634,941,693,57.59%,42.41%,49020,100,34,1,1,1303,"英语, 波兰语, 德语, 西班牙语 - 西班牙, 俄语, 简体中文, 土耳其语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,3,43
433850,Z1 Battle Royale,2018 年 2 月 28 日,Daybreak Game Company,Daybreak Game Company,"动作, 冒险, 免费开玩, 大型多人在线","多人, 玩家对战, 线上玩家对战, 应用内购买","生存, 大型多人在线, 多人, 开放世界, 大逃杀, 玩家对战, 第一人称射击, 动作, 射击, 免费开玩",TRUE,CNY,0,0,0,Free,204013,113729,90284,55.75%,44.25%,6120390,3357,200,1001,1008,150179,"英语, 法语, 德语, 西班牙语 - 西班牙, 韩语, 葡萄牙语 - 巴西, 俄语, 简体中文, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,0
594650,猎杀：对决 1896,2019 年 8 月 27 日,Crytek,Crytek,动作,"多人, 玩家对战, 线上玩家对战, 合作, 在线合作, Steam 成就, 完全支持控制器, Steam 集换式卡牌, 应用内购买, Steam 排行榜, 在平板上远程畅玩, 在电视上远程畅玩","撤离射击, 多人, 第一人称射击, 玩家对战, 团队导向, 战术, 开放世界, 氛围, 西部, 永久死亡",FALSE,CNY,128,128,0,¥128.00,248220,181110,67110,72.96%,27.04%,7446600,8443,869,5389,19618,59968,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 俄语, 简体中文, 波兰语, 土耳其语, 日语, 葡萄牙语 - 巴西, 韩语, 繁体中文, 具有完全音频支持的语言",TRUE,FALSE,FALSE,18,69,36
814380,Sekiro™: Shadows Die Twice - GOTY Edition,2019 年 3 月 21 日,"FromSoftware, Inc.","Activision (Excluding Japan and Asia), FromSoftware, Inc. (Japan), 方块游戏 (Asia)","动作, 冒险","单人, Steam 成就, 完全支持控制器, Steam 集换式卡牌, Steam 云, 在平板上远程畅玩, 在电视上远程畅玩, 家庭共享","类魂系列, 困难, 动作, 单人, 忍者, 潜行, 冒险, 第三人称, 开放世界, 剧情丰富",FALSE,CNY,268,268,0,¥268.00,322234,307041,15193,95.29%,4.71%,9667020,2584,1470,3057,6430,124334,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 日语, 韩语, 波兰语, 俄语, 简体中文, 泰语, 繁体中文, 葡萄牙语 - 巴西, 具有完全音频支持的语言",TRUE,FALSE,FALSE,17,0,34
1116170,CyberCorp,2025 年 4 月 22 日,Megame LLC,Megame LLC,"动作, 冒险, 独立, 角色扮演","单人, 多人, 合作, 在线合作, Steam 成就, Steam 集换式卡牌, 视角舒适度, 自定义音量控制, 无需应对快速反应事件, 立体声, 部分支持控制器, Steam 云, 家庭共享","俯视射击, 双摇杆射击, 俯视, 单人, 角色自定义, 玩家对战环境, 等角视角, 战术, 暴力, 独立",FALSE,CNY,58,40.6,30,¥40.60,322,266,56,82.61%,17.39%,9660,75,75,3,8,109,"英语, 俄语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 简体中文, 泰语, 土耳其语, 乌克兰语",TRUE,FALSE,FALSE,0,0,31
220,Half-Life 2,2004 年 11 月 16 日,Valve,Valve,动作,"单人, Steam 成就, 完全支持控制器, Steam 集换式卡牌, 支持字幕, Steam 创意工坊, 视角舒适度, 自定义音量控制, 可调整难度, 无需应对快速反应事件, 随时保存, 立体声, 字幕选项, 环绕声, Steam 云, 包括 Source SDK, 解说可用, 在手机上远程畅玩, 在平板上远程畅玩, 远程同乐, 家庭共享, Steam 时间轴","第一人称射击, 动作, 科幻, 经典, 单人, 剧情丰富, 射击, 第一人称, 冒险, 反乌托邦",FALSE,CNY,42,42,0,¥42.00,245627,239721,5906,97.60%,2.40%,7368810,833,318,1217,2756,64085,"英语, 法语, 德语, 意大利语, 韩语, 西班牙语 - 西班牙, 俄语, 简体中文, 繁体中文, 荷兰语, 丹麦语, 芬兰语, 日语, 挪威语, 波兰语, 葡萄牙语 - 葡萄牙, 瑞典语, 泰语, 保加利亚语, 捷克语, 希腊语, 匈牙利语, 葡萄牙语 - 巴西, 罗马尼亚语, 西班牙语 - 拉丁美洲, 土耳其语, 乌克兰语, 具有完全音频支持的语言",TRUE,FALSE,TRUE,0,1,69
107410,武装突袭3,2013 年 9 月 12 日,Bohemia Interactive,Bohemia Interactive,"动作, 模拟, 策略","单人, 多人, 玩家对战, 线上玩家对战, 局域网玩家对战, 合作, 在线合作, 局域网合作, Steam 成就, Steam 集换式卡牌, 支持字幕, Steam 创意工坊, 统计数据, Steam 排行榜, 包含关卡编辑器, Steam 时间轴","军事, 动作, 多人, 射击, 模拟, 拟真, 第一人称, 开放世界, 战术, 第一人称射击",FALSE,CNY,119,119,0,¥119.00,283264,256128,27136,90.42%,9.58%,8497920,14178,1085,3841,8824,56185,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 捷克语, 波兰语, 葡萄牙语 - 巴西, 俄语, 日语, 韩语, 简体中文, 繁体中文, 土耳其语, 具有完全音频支持的语言",TRUE,TRUE,FALSE,0,21,123
1326470,Sons Of The Forest,2024 年 2 月 22 日,Endnight Games Ltd,Newnight ,"动作, 冒险, 独立, 模拟","单人, 多人, 合作, 在线合作, Steam 成就, 完全支持控制器, Steam 云, 家庭共享","生存, 开放世界, 多人, 合作, 生存恐怖, 基地建设, 恐怖, 制作, 第一人称, 建造",FALSE,CNY,108,108,0,¥108.00,253546,222495,31051,87.75%,12.25%,7606380,1467,901,3778,8096,411804,"英语, 法语, 意大利语, 德语, 西班牙语 - 西班牙, 捷克语, 芬兰语, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 俄语, 简体中文, 瑞典语, 繁体中文, 土耳其语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,0,32
219990,Grim Dawn,2016 年 2 月 25 日,Crate Entertainment,Crate Entertainment,"动作, 冒险, 独立, 角色扮演","单人, 多人, 合作, 在线合作, 局域网合作, Steam 成就, 完全支持控制器, Steam 集换式卡牌, Steam 云, 在平板上远程畅玩, 在电视上远程畅玩, 家庭共享","动作角色扮演, 砍杀, 刷宝, 等角视角, 黑暗奇幻, 角色扮演, 迷宫探索, 合作, 单人, 角色自定义",FALSE,CNY,92,92,0,¥92.00,99730,93489,6241,93.74%,6.26%,2991900,4465,1150,1455,2435,61093,"英语, 法语, 德语, 西班牙语 - 西班牙, 捷克语, 日语, 俄语, 简体中文, 葡萄牙语 - 巴西, 意大利语, 韩语, 越南语, 波兰语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,7,185
255710,Cities: Skylines,2015 年 3 月 10 日,Colossal Order,Paradox Interactive,"模拟, 策略","单人, Steam 成就, Steam 集换式卡牌, Steam 创意工坊, Steam 云, 包含关卡编辑器, 在平板上远程畅玩, 家庭共享","城市营造, 模拟, 建造, 管理, 策略, 沙盒, 单人, 经济, 可模组化, 资源管理",FALSE,CNY,138,138,0,¥138.00,275770,256362,19408,92.96%,7.04%,8273100,3899,844,5717,9409,57421,"英语, 法语, 德语, 西班牙语 - 西班牙, 波兰语, 葡萄牙语 - 巴西, 俄语, 简体中文, 韩语",TRUE,TRUE,TRUE,0,72,127
261550,Mount & Blade II: Bannerlord,2022 年 10 月 25 日,TaleWorlds Entertainment,TaleWorlds Entertainment,"动作, 独立, 角色扮演, 模拟, 策略","单人, 多人, 玩家对战, 线上玩家对战, Steam 成就, Steam 集换式卡牌, Steam 创意工坊, 部分支持控制器, Steam 云, 包含关卡编辑器, 在平板上远程畅玩, 家庭共享","中世纪, 策略, 开放世界, 角色扮演, 战争, 多人, 沙盒, 单人, 动作, 角色自定义",FALSE,CNY,248,248,0,¥248.00,264391,232360,32031,87.88%,12.12%,7931730,8574,4381,26358,50220,248034,"英语, 简体中文, 土耳其语, 繁体中文, 法语, 意大利语, 日语, 韩语, 波兰语, 葡萄牙语 - 巴西, 俄语, 西班牙语 - 拉丁美洲, 德语, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,3,50
8930,Sid Meier's Civilization® V,2010 年 9 月 23 日,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",策略,"单人, 多人, Steam 成就, Steam 集换式卡牌, Steam 云, 在平板上远程畅玩, 家庭共享","回合战略, 策略, 回合制, 多人, 历史, 4X, 欲罢不能, 单人, 六角格棋盘, 大战略",FALSE,CNY,95,95,0,¥95.00,204265,195724,8541,95.82%,4.18%,6127950,6757,2203,9091,15307,91020,"英语, 法语, 德语, 意大利语, 西班牙语 - 西班牙, 波兰语, 日语, 韩语, 俄语, 繁体中文, 具有完全音频支持的语言",TRUE,TRUE,TRUE,0,15,286
304050,宝藏世界,2015 年 7 月 9 日,gamigo US Inc.,gamigo US Inc.,"动作, 冒险, 休闲, 大型多人在线, 角色扮演, 免费开玩","多人, 大型多人在线, 玩家对战, 线上玩家对战, 合作, 在线合作, Steam 成就, Steam 集换式卡牌, Steam 创意工坊, 应用内购买, 可调整文字大小, 自定义音量控制, 无需应对快速反应事件, 随时保存, 部分支持控制器","免费开玩, 开放世界, 沙盒, 像素图形, 大型多人在线角色扮演, 奇幻, 多人, 体素, 制作, 角色扮演",TRUE,CNY,0,0,0,Free,92370,74103,18267,80.22%,19.78%,2771100,2760,205,521,876,58709,"英语, 法语, 德语, 葡萄牙语 - 巴西, 西班牙语 - 西班牙, 简体中文, 具有完全音频支持的语言",TRUE,FALSE,FALSE,0,12,19
